Applicability,Service,Reporting period,Category of incompatibility with the provider's terms and conditions,"Description of the sub-category ""Other""",Number of measures taken at the provider's own initiative ,Number of measures taken after detection with solely automated means ,Visibility restriction Removal,Visibility restriction Disable,Visibility restriction Demoted,Visibility restriction Age restricted,Visibility restriction Interaction restricted,Visibility restriction Labelled ,Visibility restriction Other,Monetary restriction Suspension,Monetary restriction Termination,Monetary restriction Other,Provision of the service Suspension,Provision of the service Termination,Account restriction Suspension,Account restriction Termination,Contextual Information on Number of measures taken at the provider's own initiative ,Contextual Information on Number of measures taken after detection with solely automated means ,Contextual Information on Visibility restriction Removal,Contextual Information on Visibility restriction Disable,Contextual Information on Visibility restriction Demoted,Contextual Information on Visibility restriction Age restricted,Contextual Information on Visibility restriction Interaction restricted,Contextual Information on Visibility restriction Labelled ,Contextual Information on Visibility restriction Other,Contextual Information on Monetary restriction Suspension,Contextual Information on Monetary restriction Termination,Contextual Information on Monetary restriction Other,Contextual Information on Provision of the service Suspension,Contextual Information on Provision of the service Termination,Contextual Information on Account restriction Suspension,Contextual Information on Account restriction Termination,Surface
All,Hotels,2025-07-01/2025-12-31,KEYWORD_SELF_MUTILATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_SUICIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,SELF_HARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,SUICIDE_AND_SELF_HARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_PROHIBITED_PRODUCTS,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_UNSAFE_PRODUCTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,COURT_ORDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,ENABLING_DISHONEST_BEHAVIOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,FIREARMS_AND_ILLEGAL_REGULATED_GOODS_OR_SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,OTHER_LEGAL_NOTICES_OR_ORDERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,UNAUTHORIZED_PHARMACIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,STATEMENT_CATEGORY_VIOLENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_COORDINATED_HARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_INCITEMENT_VIOLENCE_HATRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_HUMAN_EXPLOITATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_HUMAN_TRAFFICKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_TRAFFICKING_WOMEN_GIRLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,DEPICTION_OF_VIOLENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,SHOCKING_CONTENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,VIOLENT_OR_GRAPHIC_CONTENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,,5,5,1,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_ADULT_SEXUAL_MATERIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_AGE_SPECIFIC_RESTRICTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_GEOGRAPHICAL_REQUIREMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_GOODS_SERVICES_NOT_PERMITTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_LANGUAGE_REQUIREMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_NUDITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,ABUSIVE_BEHAVIOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,ACCEPTABLE_USE_POLICY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,ACCOUNT_NOT_PERMITTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,ACCOUNT_RESTRICTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,AD_GRANTS_TERMS_AND_CONDITIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,ADS_TERMS_AND_CONDITIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,ADULT_SEXUAL_MATERIAL_AND_NUDITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,ADVERTISER_FRIENDLY_GUIDELINES_VIOLATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,AI_GENERATED_CONTENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,APP_QUALITY_REQUIREMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,BUSINESS_INFORMATION_REQUIREMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,CIRCUMVENTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,CONSPIRATORIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,CONTRIBUTIONS_ON_BUSINESS_RESTRICTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,COPIED_POST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,DEVELOPER_DISTRIBUTION_AGREEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,GIBBERISH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,INAPPROPRIATE_LANGUAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,LANDING_PAGE_REQUIREMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,LIMITED_AD_SERVING,4,4,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,LOW_QUALITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,LOW_QUALITY_GRAPHIC_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,MISINFORMATION_ELECTIONS_MISINFORMATION_MEDICAL_MISINFORMATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,MISLEADING_INFORMATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,NON_ARTICLE_16_LEGAL_AND_COPYRIGHT_ACTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,OFF_TOPIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,ONLINE_STORE_REQUIREMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,PLAGIARISM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,PLATFORM_REQUIREMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,PLAY_CONSOLE_REQUIREMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,PROCESSING_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,PROMOTIONAL_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,QUALITY_REQUIREMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,REGIONAL_REQUIREMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,SELF_PROMOTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,SPAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,SPONSORED_CONTENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,TECHNICAL_REQUIREMENTS,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,THIRD-PARTY_REQUIREMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,UNAUTHORIZED_USE_OF_SERVICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,UNFRIENDLY_UNPROFESSIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,UNRELATED_DATASETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,UNVERIFIED_OR_INELIGIBLE_LISTING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
All,Hotels,2025-07-01/2025-12-31,KEYWORD_OTHER,VOTE_MANIPULATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ads
